Diagnosis,Model,XAI_Method,Feature,Reduced Feature,Score,ABS Score,Normalized Score (0-1)
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.119386492,0.119386492,0.571823556
cancerDiagnosedOther17,NN,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.119206906,0.119206906,0.570963396
cancerDiagnosedBreast17,NN,Permutation_Importance,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.119138241,0.119138241,0.570634512
cancerDiagnosedBladder17,NN,Permutation_Importance,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.118900283,0.118900283,0.569494769
cancerDiagnosedSkinMelanoma17,NN,Permutation_Importance,sdohFeelIsolated,sdohFeelIsolated,0.118838122,0.118838122,0.569197037
cancerDiagnosedOther17,DT,LIME,sdoh12MosFoodRanOut <= -0.31,sdoh12MosFoodRanOut,-0.444991541,0.444991541,0.568951001
typeOfArthritisDiagnosed17,NN,Permutation_Importance,sdohAffordableHousing,sdohAffordableHousing,0.118739118,0.118739118,0.568722839
anginaDiagnosis17,NN,Permutation_Importance,sdohFeelIsolated,sdohFeelIsolated,0.118539831,0.118539831,0.567768318
cancerDiagnosedSkinnonmelano17,Ensemble,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.118474546,0.118474546,0.567455623
emphysemaDiagnosis17,NN,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.118461677,0.118461677,0.567393985
cancerDiagnosedProstate17,NN,Permutation_Importance,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.118429516,0.118429516,0.567239944
emphysemaDiagnosis17,NN,Permutation_Importance,sdohHowOftenInsulted,sdohHowOftenInsulted,0.117994974,0.117994974,0.565158625
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.117980905,0.117980905,0.565091239
typeOfArthritisDiagnosed17,NN,Permutation_Importance,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.117914414,0.117914414,0.564772768
cancerDiagnosedLung17,NN,Permutation_Importance,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.117769912,0.117769912,0.564080649
cancerDiagnosedColon17,NN,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.17714894,0.17714894,0.563817409
strokeDiagnosis17,NN,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.117567568,0.117567568,0.563111485
cancerDiagnosedSkinnonmelano17,NN,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.117539126,0.117539126,0.562975257
strokeDiagnosis17,NN,Saliency,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,-0.498460829,0.498460829,0.562613957
cancerDiagnosedOther17,NN,Permutation_Importance,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.116725115,0.116725115,0.559076402
cancerDiagnosedSkinnonmelano17,NN,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.116540745,0.116540745,0.558193328
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohAttendChurchOrServices,sdohAttendChurchOrServices,0.116526032,0.116526032,0.558122857
typeOfArthritisDiagnosed17,Ensemble,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.116274168,0.116274168,0.556916508
anginaDiagnosis17,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.116211113,0.116211113,0.556614495
strokeDiagnosis17,NN,Integrated_Gradients,sdohHelpFromFriends,sdohHelpFromFriends,0.624952555,0.624952555,0.555692564
diabetesDiagnosis,DT,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.115983647,0.115983647,0.555525004
typeOfArthritisDiagnosed17,NN,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.11598094,0.11598094,0.555512039
cancerDiagnosedOther17,NN,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.115700027,0.115700027,0.554166554
strokeDiagnosis17,NN,Saliency,sdohFeelLackCompanionship,sdohFeelLackCompanionship,-0.490936965,0.490936965,0.554121753
cancerDiagnosedOther17,NN,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.115646075,0.115646075,0.553908141
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.115628366,0.115628366,0.553823321
dcsDiabetesDiagnosisByHealthProf,NN,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.115385336,0.115385336,0.552659284
cancerDiagnosedCervical17,NN,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.115381206,0.115381206,0.552639502
cancerDiagnosedCervical17,NN,Permutation_Importance,sdohHowOftenInsulted,sdohHowOftenInsulted,0.115008865,0.115008865,0.550856107
cancerDiagnosedProstate17,NN,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.114972307,0.114972307,0.550681005
anginaDiagnosis17,NN,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.114700593,0.114700593,0.549379581
cancerDiagnosedLung17,NN,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.114610619,0.114610619,0.548948634
dcsDiabetesDiagnosisByHealthProf,NN,Permutation_Importance,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.114336548,0.114336548,0.547635921
typeOfArthritisDiagnosed17,NN,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.114322368,0.114322368,0.547568003
emphysemaDiagnosis17,NN,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.114216478,0.114216478,0.547060823
anginaDiagnosis17,NN,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.114125157,0.114125157,0.546623425
cancerDiagnosedColon17,NN,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.114104497,0.114104497,0.54652447
dcsDiabetesDiagnosisByHealthProf,XGB,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.113737241,0.113737241,0.54476543
anginaDiagnosis17,NN,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.113495774,0.113495774,0.543608879
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohFeelIsolated,sdohFeelIsolated,0.113474538,0.113474538,0.543507165
cancerDiagnosedUterine17,NN,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.113473293,0.113473293,0.543501202
cancerDiagnosedOther17,NN,Permutation_Importance,sdohHowHardPayBasics,sdohHowHardPayBasics,0.113362108,0.113362108,0.542968661
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.112692998,0.112692998,0.539763836
cancerDiagnosedColon17,NN,Permutation_Importance,sdohHelpFromCommunity,sdohHelpFromCommunity,0.11248115,0.11248115,0.538749151
dcsDiabetesDiagnosisByHealthProf,XGB,Feature_Ablation,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.169116959,0.169116959,0.538253774
cancerDiagnosedOther17,NN,Permutation_Importance,sdohPlacesForParksplay,sdohPlacesForParksplay,0.111950364,0.111950364,0.536206854
emphysemaDiagnosis17,DT,LIME,sdohSeeOthersPerWeek <= -0.39,sdohSeeOthersPerWeek,-0.419173124,0.419173124,0.535940454
cancerDiagnosedProstate17,NN,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.111711631,0.111711631,0.535063398
emphysemaDiagnosis17,NN,Permutation_Importance,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.111613714,0.111613714,0.534594407
strokeDiagnosis17,NN,Permutation_Importance,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.111454311,0.111454311,0.533830917
cancerDiagnosedUterine17,DT,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.111418195,0.111418195,0.533657932
typeOfArthritisDiagnosed17,NN,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.111380922,0.111380922,0.533479407
emphysemaDiagnosis17,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.111380363,0.111380363,0.533476729
cancerDiagnosedLymphomaNonhodgkins17,NN,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.111348961,0.111348961,0.533326323
anginaDiagnosis17,NN,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.111167056,0.111167056,0.532455056
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohAttendChurchOrServices,sdohAttendChurchOrServices,0.111140153,0.111140153,0.532326199
strokeDiagnosis17,NN,Integrated_Gradients,sdohHowOftenChildHurt,sdohHowOftenChildHurt,-0.598520041,0.598520041,0.532189418
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.110907473,0.110907473,0.531211736
typeOfArthritisDiagnosed17,Ensemble,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.110785302,0.110785302,0.530626575
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.110754039,0.110754039,0.530476835
adhdaddDiagnosis517,XGB,Permutation_Importance,sdohFeelIsolated,sdohFeelIsolated,0.110680487,0.110680487,0.530124544
cancerDiagnosedLung17,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.11060177,0.11060177,0.529747515
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.110583483,0.110583483,0.529659926
cancerDiagnosedProstate17,NN,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.110478828,0.110478828,0.529158661
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.110409253,0.110409253,0.528825419
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohAffordableHousing,sdohAffordableHousing,0.110281117,0.110281117,0.528211688
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.110224417,0.110224417,0.527940113
cancerDiagnosedSkinnonmelano17,DT,Feature_Ablation,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.165767224,0.165767224,0.527592469
cancerDiagnosedLung17,NN,Permutation_Importance,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.110123894,0.110123894,0.52745864
cancerDiagnosedSkinMelanoma17,NN,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.110066036,0.110066036,0.527181518
cancerDiagnosedOther17,NN,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.109999101,0.109999101,0.526860921
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.10991921,0.10991921,0.526478268
strokeDiagnosis17,NN,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.10971686,0.10971686,0.525509076
cancerDiagnosedProstate17,NN,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.109549759,0.109549759,0.524708715
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.109467822,0.109467822,0.524316262
cancerDiagnosedLung17,NN,Permutation_Importance,sdohAffordableHousing,sdohAffordableHousing,0.109415929,0.109415929,0.524067711
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.10922037,0.10922037,0.523131045
cancerDiagnosedOther17,NN,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.109153853,0.109153853,0.52281245
cancerDiagnosedSkinMelanoma17,NN,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.109075495,0.109075495,0.52243714
cancerDiagnosedLymphomaNonhodgkins17,NN,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.108942946,0.108942946,0.521802272
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.108877873,0.108877873,0.521490593
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.10884901,0.10884901,0.521352348
strokeDiagnosis17,NN,Saliency,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.461866051,0.461866051,0.521309341
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.108822489,0.108822489,0.521225321
cancerDiagnosedSkinnonmelano17,DT,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.108697607,0.108697607,0.520627176
strokeDiagnosis17,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.108696452,0.108696452,0.520621644
cancerDiagnosedSkinMelanoma17,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.10826343,0.10826343,0.518547605
cancerDiagnosedSkinnonmelano17,NN,Permutation_Importance,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.108166936,0.108166936,0.51808543
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.107903112,0.107903112,0.516821796
strokeDiagnosis17,NN,Saliency,sdohAccessPublicTransportation,sdohAccessPublicTransportation,-0.45788613,0.45788613,0.516817195
adhdaddDiagnosis517,XGB,Permutation_Importance,sdohAttendChurchOrServices,sdohAttendChurchOrServices,0.107886435,0.107886435,0.516741919
strokeDiagnosis17,NN,Saliency,sdohHowOftenInsulted,sdohHowOftenInsulted,-0.457796514,0.457796514,0.516716045
strokeDiagnosis17,NN,Permutation_Importance,sdohFeelIsolated,sdohFeelIsolated,0.107832322,0.107832322,0.516482734
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.107775801,0.107775801,0.516212017
cancerDiagnosedOther17,NN,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.107715134,0.107715134,0.515921441
cancerDiagnosedColon17,NN,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.107673201,0.107673201,0.515720595
dcsDiabetesDiagnosisByHealthProf,NN,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.107547523,0.107547523,0.515118637
cancerDiagnosedSkinMelanoma17,NN,Permutation_Importance,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.107335356,0.107335356,0.514102424
cancerDiagnosedOther17,NN,Permutation_Importance,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.107274526,0.107274526,0.513811068
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohDateCompletedYear,sdohDateCompletedYear,0.107174403,0.107174403,0.51333151
cancerDiagnosedOther17,NN,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.107148638,0.107148638,0.513208104
dcsDiabetesDiagnosisByHealthProf,NN,Permutation_Importance,sdohDateCompletedMonth,sdohDateCompletedMonth,0.107126135,0.107126135,0.513100322
adhdaddDiagnosis517,NN,Permutation_Importance,sdohDateCompletedYear,sdohDateCompletedYear,0.107093285,0.107093285,0.512942981
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohMeetingsPerYear,sdohMeetingsPerYear,0.107019749,0.107019749,0.512590767
typeOfArthritisDiagnosed17,Ensemble,Permutation_Importance,sdohFeelLeftOut,sdohFeelLeftOut,0.106964171,0.106964171,0.512324565
adhdaddDiagnosis517,DT,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.106958089,0.106958089,0.512295435
cancerDiagnosedOther17,NN,Permutation_Importance,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.106429278,0.106429278,0.509762597
strokeDiagnosis17,NN,Integrated_Gradients,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,-0.573231459,0.573231459,0.509703428
cancerDiagnosedLymphomaNonhodgkins17,NN,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.106271561,0.106271561,0.509007183
emphysemaDiagnosis17,NN,Permutation_Importance,sdohSatisfiedWithHome,sdohSatisfiedWithHome,0.106183809,0.106183809,0.508586878
typeOfArthritisDiagnosed17,NN,Permutation_Importance,sdohFeelIsolated,sdohFeelIsolated,0.10609365,0.10609365,0.508155045
cancerDiagnosedCervical17,NN,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.10608156,0.10608156,0.508097138
strokeDiagnosis17,NN,Saliency,sdohHowOftenForced,sdohHowOftenForced,0.449569106,0.449569106,0.507429749
cancerDiagnosedSkinnonmelano17,NN,Permutation_Importance,sdohDiscriminationStores,sdohDiscriminationStores,0.105936319,0.105936319,0.507401479
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.105871886,0.105871886,0.507092866
anginaDiagnosis17,NN,Permutation_Importance,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.105799317,0.105799317,0.506745283
cancerDiagnosedOther17,NN,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,0.105664958,0.105664958,0.506101746
arthritisDiagnosis17,DT,Feature_Ablation,sdohFeelLeftOut,sdohFeelLeftOut,0.158860175,0.158860175,0.505609191
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.105560498,0.105560498,0.505601416
strokeDiagnosis17,NN,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.105341055,0.105341055,0.504550353
cancerDiagnosedSkinnonmelano17,NN,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.105216766,0.105216766,0.503955048
anginaDiagnosis17,Ensemble,Permutation_Importance,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.105178925,0.105178925,0.503773802
anginaDiagnosis17,NN,Permutation_Importance,sdohAccessPublicTransportation,sdohAccessPublicTransportation,0.105178925,0.105178925,0.503773802
cancerDiagnosedLung17,NN,Permutation_Importance,sdohHelpFromFriends,sdohHelpFromFriends,0.105132743,0.105132743,0.503552604
cancerDiagnosedSkinnonmelano17,NN,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.105117827,0.105117827,0.503481161
cancerDiagnosedOther17,NN,Permutation_Importance,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.105116446,0.105116446,0.503474547
cancerDiagnosedBladder17,NN,Permutation_Importance,sdohHowOftenInsulted,sdohHowOftenInsulted,0.104915134,0.104915134,0.502510326
strokeDiagnosis17,NN,Saliency,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,-0.44491446,0.44491446,0.502176039
cancerDiagnosedColon17,NN,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.104843431,0.104843431,0.502166891
anginaDiagnosis17,NN,Permutation_Importance,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.104783312,0.104783312,0.50187894
strokeDiagnosis17,NN,Permutation_Importance,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.104697555,0.104697555,0.501468191
cancerDiagnosedOther17,NN,Permutation_Importance,sdohMeetingsPerYear,sdohMeetingsPerYear,0.104603903,0.104603903,0.501019628
cancerDiagnosedLung17,XGB,SHAP,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.689777076,0.689777076,0.500641173
typeOfArthritisDiagnosed17,NN,Saliency,sdohHowOftenChildInsult,sdohHowOftenChildInsult,-0.443436503,0.443436503,0.500507865
anginaDiagnosis17,NN,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.104441647,0.104441647,0.500242473
strokeDiagnosis17,NN,Integrated_Gradients,sdohHelpFromCommunity,sdohHelpFromCommunity,-0.561898351,0.561898351,0.499626304
dcsDiabetesDiagnosisByHealthProf,DT,Feature_Ablation,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.156943534,0.156943534,0.499509038
cancerDiagnosedBreast17,NN,Permutation_Importance,sdohSafeFromCrimeviolence,sdohSafeFromCrimeviolence,0.104030521,0.104030521,0.498273309
cancerDiagnosedOther17,NN,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.104010431,0.104010431,0.498177085
diabetesDiagnosis,NN,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.104008376,0.104008376,0.498167242
cancerDiagnosedOther17,NN,Permutation_Importance,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.103929503,0.103929503,0.497789465
typeOfArthritisDiagnosed17,DT,LIME,sdoh30DaysMinPerDayModExrcs > 0.65,sdoh30DaysMinPerDayModExrcs,-0.388999646,0.388999646,0.497361674
cancerDiagnosedskinunknownType17,NN,Permutation_Importance,sdohPlacesForParksplay,sdohPlacesForParksplay,0.103754448,0.103754448,0.496951007
cancerDiagnosedBladder17,DT,Feature_Ablation,sdohLivedWithSentenced18,sdohLivedWithSentenced18,0.156117397,0.156117397,0.496879667
cancerDiagnosedSkinnonmelano17,NN,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.156053247,0.156053247,0.496675494
